smiles,MW,LogP,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
CCNc1nc(NC(C)C)nc(OC)n1,211.26899999999998,1.1322999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C1CCCCCCCCCCCCCC1,224.38799999999992,5.030500000000004,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCC(=O)C=Cc1ccc(OC)cc1,190.24199999999996,2.687500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(Cl)[N+](=O)[O-],123.539,1.2379999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,225.553,3.2670000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=O)CO1,114.1,0.37520000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
C=CC(=C)CCCC(C)(C)OC(C)=O,196.29,3.2406000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(C)(O)CC/C=C(\C)CC,168.27999999999997,3.0599000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,380.4840000000001,6.048200000000006,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0
CC(C)C1CCC(O)CC1,142.24199999999996,2.1935000000000002,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(Cl)c(OC)cc1Cl,207.056,3.010600000000002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)CC=C(C=O)c1ccccc1,188.27,3.315000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Clc1cccc2ccccc12,162.61899999999997,3.4932000000000016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(Cl)[N+](=O)[O-],123.53899999999999,1.2379999999999998,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sc1ccccc1Cl,144.62599999999998,2.6287000000000003,,,,,,,,0.0,,0.0,,
CCS(=O)(=O)c1ccc(OC)c(C(=O)OC)c1,258.29499999999996,1.2754,,,,,,,,0.0,,0.0,,
ClCc1cccc(Cl)c1,161.03099999999998,3.078800000000001,,,,,,,,0.0,,0.0,,
CCOC(=O)CN1CCCC1=O,171.19599999999997,0.17190000000000016,,,,,,,,0.0,,0.0,,
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,308.36300000000006,1.83062,,,,,,,,0.0,,0.0,,
CCCC(CCC)(C(=O)OCC)C(=O)OCC,244.33099999999993,2.699200000000001,,,,,,,,0.0,,0.0,,
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,264.31,1.1680199999999998,,,,,,,,0.0,,0.0,,
C=C(C)C(=O)OCC(O)CO,160.16899999999998,-0.5411000000000001,,,,,,,,0.0,,0.0,,
N#CSCC(=O)[O-],116.121,-1.04942,,,,,,,,0.0,,0.0,,
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,295.33799999999997,3.425200000000002,,,,,,,,0.0,,0.0,,
CC(=O)OCC(C)OC(C)=O,160.16899999999998,0.5010999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCCC(C)CC=O,156.269,3.0378000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1cccc(O)c1,150.22099999999998,2.689700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=CCC(O)(C(C)C)CC1,154.25299999999996,2.5037000000000003,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)[O-],85.08199999999998,-0.6876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(CCO)CCc1ccccc1,178.275,2.6377000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,277.32300000000004,3.5751800000000022,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,310.393,4.448400000000004,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0
C=CCCCCCCCCC(=O)OCC,212.33299999999997,3.8563000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,475.6260000000004,2.6742999999999997,,,,,,,,0.0,,0.0,,
CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,312.406,3.230900000000002,,,,,,,,0.0,,0.0,,
Fc1cc(Br)ccc1CBr,267.923,3.483100000000001,,,,,,,,0.0,,0.0,,
O=c1[nH]c(=O)n([C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C\Br,349.137,-1.4862999999999988,,,,,,,,0.0,,0.0,,
CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,335.3640000000001,-0.18410000000000037,,,,,,,,1.0,,0.0,,
CCCC(=O)O[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,430.5850000000002,4.5503000000000045,,,,,,,,0.0,,0.0,,
COc1ccc(/C(C)=C/C(=O)O)c(OC)c1,222.23999999999998,2.1917,,,,,,,,0.0,,0.0,,
CCOC(=O)C(O)c1ccccc1,180.203,1.2831000000000001,,,,,,,,0.0,,0.0,,
CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,244.382,3.444180000000002,,,,,,,,0.0,,0.0,,
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,192.13,0.47839999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,193.11399999999998,0.9054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,207.14499999999998,0.12459999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Nc1ccc([N+](=O)[O-])c(N)c1,153.141,0.7592000000000001,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,242.23099999999997,0.37009999999999993,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1,406.3970000000001,2.769000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,976.9720000000004,-5.225199999999981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1,465.4010000000002,-0.24730000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCl,135.638,1.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,244.24599999999998,2.4130000000000003,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Cc1cccc[n+]1[O-],109.128,0.62842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1,446.5910000000001,4.348840000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCC(C)C1CCCCC1=O,154.253,2.791800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1CCN(c2cccc(Cl)n2)CC1,211.69599999999994,1.6624999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,477.4810000000002,0.9816000000000005,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,1.0
C/C=C1\NC(=O)[C@H]2CSSCCC=C[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,540.7080000000002,1.4296000000000009,0.0,,,1.0,,1.0,1.0,,1.0,,0.0,1.0
CC1CCC(CO)CC1,128.21499999999997,1.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,228.33499999999998,0.5919000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1056.2389999999998,-4.329100000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,406.5040000000001,1.7052999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,710.8540000000002,2.404000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Nc1c2c(nc3ccccc13)CCCC2O,214.26799999999994,2.1867000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.097,1.5455700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1c2ccccc2[se]n1-c1ccccc1,274.181,2.0477,0.0,0.0,,,,0.0,0.0,,0.0,,1.0,0.0
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,380.35000000000014,-2.037999999999993,,,,,,,,0.0,,0.0,,
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,475.58300000000014,5.305400000000005,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1,260.253,0.37301999999999924,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H](C4C=C[C@H]3C4)C1(Cl)C2(Cl)Cl,364.914,5.270200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
NC(=O)NC1NC(=O)NC1=O,158.117,-2.1798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCO,58.08,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCCl,76.526,1.4112,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOCC1CO1,114.14399999999999,0.5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCN=C=S,99.15799999999999,1.2752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOC(=O)CC(C)C,142.19799999999998,1.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[S-]c1nc2ccccc2s1,166.24999999999997,2.2020999999999997,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0
CCCCNCC,101.19299999999998,1.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.22400000000002,1.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,2.4789000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,429.6040000000001,5.406500000000006,1.0,0.0,0.0,,,0.0,,1.0,,0.0,1.0,1.0
Cc1cccc2cccnc12,143.18899999999996,2.5432200000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S([O-])CO,95.09899999999999,-1.1846999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ncccc2c1,143.189,2.5432200000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)C(c1ccccc1)C1CCCCN1,233.31099999999995,2.0852999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,273.357,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCSC(=O)Cl,124.592,2.0983,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1,128.558,2.0456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1ccc(N)cc1,107.156,1.5772199999999998,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(=O)OCC(C)C,128.17099999999996,1.3716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCBr,122.993,1.7913000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCCl,80.51400000000001,0.21749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC#N,55.07999999999999,0.91998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,368.5610000000001,6.408400000000008,0.0,,0.0,,,,,,,,1.0,
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O,241.336,1.3782999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)OCCc1ccccc1,178.23100000000002,2.1822999999999997,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1(C)C(=O)NC(=O)N1CO,158.15699999999998,-0.7334,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,384.51600000000025,4.425900000000004,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.35900000000004,3.383000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,598.0920000000003,5.314100000000005,0.0,,0.0,1.0,,0.0,,,0.0,,,
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.702,3.060500000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,192.123,-1.2484999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,289.158,3.589800000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nc1ccccc1C(=O)OCC=Cc1ccccc1,253.30100000000002,3.139000000000002,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,0.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],271.44499999999994,2.733600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCCCCCCCC(CO)CCCCCC,242.44699999999992,5.315900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(Cl)cccc1[N+](=O)[O-],171.58299999999997,2.5566200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOCC(O)CCl,150.605,0.7887,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,403.4800000000001,4.5775000000000015,0.0,,0.0,,,0.0,,,0.0,,,1.0
Nc1cc([N+](=O)[O-])ccc1C(=O)O,182.135,0.8752,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CCC(C(=O)NC(N)=O)c1ccccc1,206.24500000000003,1.3751000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1ssc(Cl)c1Cl,187.072,2.4766000000000004,0.0,0.0,0.0,,0.0,,,1.0,0.0,1.0,,
O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,287.23100000000005,3.414000000000001,,,,,1.0,0.0,,1.0,1.0,0.0,,0.0
CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,353.48900000000003,5.597600000000004,0.0,,,,,0.0,0.0,1.0,,,1.0,1.0
N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,360.2860000000001,2.25467,0.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,426.68200000000036,7.91460000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C([O-])CC(O)C(=O)[O-],132.07099999999997,-3.7628,,,,,,,,0.0,,0.0,,
O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,326.39200000000005,4.260800000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC(=O)N(O)[C@@H]1COc2cc(OCc3ccccc3)ccc21,300.314,2.4690000000000003,0.0,0.0,,,,0.0,0.0,,1.0,0.0,,0.0
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,357.3810000000001,3.0313000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O,657.7800000000001,7.477800000000009,0.0,0.0,0.0,,,1.0,1.0,,,,1.0,
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,577.7220000000002,4.580000000000004,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,546.6230000000003,6.610320000000006,0.0,,0.0,,,0.0,1.0,,,,,
CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,696.2640000000001,6.616620000000007,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,,0.0
N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,325.21199999999993,2.4310800000000006,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,355.482,4.139920000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,282.771,1.7921,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1143.29,-1.3294000000000055,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,288.431,3.879200000000003,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0
O=[N+]([O-])c1ccc(C=NO)o1,156.09699999999998,0.9959,,,,,,,,1.0,,0.0,,
Cc1ccc(O)c2ncccc12,159.18800000000002,2.2488200000000003,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,1.0
CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO,347.5400000000001,3.7212000000000027,0.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,,0.0
CNCCCC1c2ccccc2C=Cc2ccccc21,263.384,4.301900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,257.245,2.3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1OC(=O)Oc1ccccc1OC,274.272,3.281600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(/C=C/c1ccccc1)NCCO,191.23,0.8083,,,,,,,,0.0,,0.0,,
CC(=O)CCC=C(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,330.5560000000001,7.501300000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
O=C(Nc1ccc(O)cc1)c1ccccc1O,229.23499999999999,2.3501000000000007,0.0,,1.0,,1.0,0.0,0.0,,1.0,,1.0,0.0
CC(C)(C)C1(CCc2ccc(Cl)cc2)CO1,238.75799999999998,4.087700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,316.5950000000001,0.8070999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,353.547,5.566900000000005,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,
CCc1ccccc1N,121.18299999999998,1.8312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,714.095,10.056299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,374.37400000000014,2.5251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NNc1nncc2ccccc12,160.17999999999998,0.9153999999999998,0.0,0.0,1.0,,1.0,,0.0,1.0,0.0,1.0,0.0,0.0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,444.6590000000002,8.917900000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,439.42800000000017,3.8144800000000023,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0
CCCCCCCCCCCCCCN(CCO)CCO,301.515,3.974100000000003,0.0,,0.0,,0.0,0.0,,0.0,,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5010000000001,4.595200000000005,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,394.4620000000001,5.566600000000005,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0
CCCOC(=O)c1cc(O)c(O)c(O)c1,212.201,1.3701999999999999,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Oc1ccccc1C=NCc1ccccc1,211.264,3.011300000000001,,,,,,,,0.0,,0.0,,
CC(O)CO,76.095,-0.6405000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,485.795,6.528900000000002,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
